iteration,scaler,n_features,features,n_clusters,silhouette,calinski_harabasz,davies_bouldin
78,Robust,8,"['eq_idx_macd_diff_mean', 'usd_vs_fxe_fxy_trend', 'macd_diff_lqd_spy', 'glob_eq_vol_skew', 'commod_momentum_slope', 'sector_ma_ratio_spread', 'sector_momentum_dispersion', 'glob_eq_rsi_mean']",3,0.3283655047416687,998.0635375976562,1.3000532440642183
110,Robust,5,"['sector_momentum_dispersion', 'usd_vs_fxe_fxy_trend', 'commod_trend_strength', 'glob_eq_ret20d_std', 'glob_eq_vol_skew']",4,0.3282472491264343,1566.87841796875,1.1859056694173136
5,Robust,10,"['rsi_diff_qqq_spy', 'eq_idx_ret5d_mean', 'commod_momentum_slope', 'usd_vs_fxe_fxy_trend', 'glob_eq_ret20d_std', 'glob_eq_rsi_mean', 'glob_eq_vol_skew', 'commod_trend_strength', 'macd_diff_lqd_spy', 'sector_momentum_dispersion']",3,0.32823240756988525,954.58935546875,1.1954107822181672
27,Standard,9,"['glob_eq_rsi_mean', 'eq_idx_ret5d_mean', 'commod_momentum_slope', 'glob_eq_ret20d_std', 'sector_ma_ratio_spread', 'usd_vs_fxe_fxy_trend', 'glob_eq_vol_skew', 'rsi_diff_qqq_spy', 'sector_momentum_dispersion']",3,0.3278273642063141,1326.4384765625,1.228574627884153
89,Standard,5,"['glob_eq_vol_skew', 'sector_ma_ratio_spread', 'commod_momentum_slope', 'glob_eq_ret20d_std', 'rsi_diff_qqq_spy']",3,0.327745258808136,1201.6058349609375,1.2058315581683492
47,Robust,8,"['rsi_diff_qqq_spy', 'eq_idx_macd_diff_mean', 'sector_ma_ratio_spread', 'glob_eq_ret20d_std', 'glob_eq_vol_skew', 'eq_idx_ret5d_mean', 'commod_momentum_slope', 'commod_trend_strength']",3,0.3273061513900757,1036.1439208984375,1.230287321968983
79,Robust,5,"['glob_eq_rsi_mean', 'sector_momentum_dispersion', 'glob_eq_ret20d_std', 'commod_trend_strength', 'commod_momentum_slope']",3,0.3272882103919983,1360.523193359375,1.412763605445738
84,Robust,7,"['commod_trend_strength', 'glob_eq_rsi_mean', 'eq_idx_macd_diff_mean', 'rsi_diff_qqq_spy', 'sector_momentum_dispersion', 'commod_momentum_slope', 'macd_diff_lqd_spy']",3,0.3265809118747711,1065.2041015625,1.1811991089564635
71,Robust,10,"['commod_momentum_slope', 'eq_idx_macd_diff_mean', 'rsi_diff_qqq_spy', 'glob_eq_vol_skew', 'glob_eq_rsi_mean', 'sector_ma_ratio_spread', 'usd_vs_fxe_fxy_trend', 'glob_eq_ret20d_std', 'sector_momentum_dispersion', 'commod_trend_strength']",3,0.3260519504547119,1018.5003662109375,1.2873077273454205
176,Standard,6,"['commod_trend_strength', 'sector_ma_ratio_spread', 'eq_idx_macd_diff_mean', 'commod_momentum_slope', 'rsi_diff_qqq_spy', 'glob_eq_rsi_mean']",3,0.32598745822906494,1156.2169189453125,1.2759113834772369
144,Robust,6,"['eq_idx_macd_diff_mean', 'usd_vs_fxe_fxy_trend', 'rsi_diff_qqq_spy', 'commod_trend_strength', 'sector_momentum_dispersion', 'glob_eq_rsi_mean']",3,0.32519224286079407,1201.1357421875,1.2391797727586853
169,Standard,7,"['commod_trend_strength', 'eq_idx_macd_diff_mean', 'sector_momentum_dispersion', 'eq_idx_ret5d_mean', 'glob_eq_rsi_mean', 'commod_momentum_slope', 'glob_eq_vol_skew']",3,0.3249931037425995,1248.193115234375,1.2758812800618844
49,Robust,9,"['commod_momentum_slope', 'macd_diff_lqd_spy', 'glob_eq_vol_skew', 'glob_eq_ret20d_std', 'sector_momentum_dispersion', 'sector_ma_ratio_spread', 'eq_idx_macd_diff_mean', 'usd_vs_fxe_fxy_trend', 'rsi_diff_qqq_spy']",4,0.3249552547931671,1212.162841796875,1.1813328945432242
20,Standard,5,"['sector_ma_ratio_spread', 'glob_eq_ret20d_std', 'usd_vs_fxe_fxy_trend', 'sector_momentum_dispersion', 'macd_diff_lqd_spy']",4,0.3245523273944855,1694.51904296875,1.4664122775392874
159,Robust,7,"['sector_momentum_dispersion', 'eq_idx_ret5d_mean', 'commod_trend_strength', 'commod_momentum_slope', 'usd_vs_fxe_fxy_trend', 'glob_eq_ret20d_std', 'sector_ma_ratio_spread']",3,0.3225230276584625,1115.8995361328125,1.1561998587764524
72,Robust,6,"['glob_eq_ret20d_std', 'rsi_diff_qqq_spy', 'commod_momentum_slope', 'glob_eq_rsi_mean', 'eq_idx_ret5d_mean', 'sector_momentum_dispersion']",4,0.32233405113220215,1244.0335693359375,1.216721169669818
195,Standard,8,"['glob_eq_rsi_mean', 'sector_momentum_dispersion', 'glob_eq_vol_skew', 'eq_idx_ret5d_mean', 'glob_eq_ret20d_std', 'sector_ma_ratio_spread', 'macd_diff_lqd_spy', 'commod_momentum_slope']",3,0.32207438349723816,1248.7039794921875,1.2531741341797282
8,Standard,8,"['rsi_diff_qqq_spy', 'usd_vs_fxe_fxy_trend', 'eq_idx_macd_diff_mean', 'commod_momentum_slope', 'sector_ma_ratio_spread', 'eq_idx_ret5d_mean', 'glob_eq_rsi_mean', 'commod_trend_strength']",3,0.3218649923801422,1460.037353515625,1.1839108178160227
65,Standard,5,"['commod_momentum_slope', 'sector_ma_ratio_spread', 'eq_idx_ret5d_mean', 'rsi_diff_qqq_spy', 'glob_eq_vol_skew']",3,0.3216252028942108,1024.4146728515625,1.2031205451988565
76,Standard,6,"['eq_idx_macd_diff_mean', 'usd_vs_fxe_fxy_trend', 'glob_eq_ret20d_std', 'commod_trend_strength', 'rsi_diff_qqq_spy', 'glob_eq_rsi_mean']",4,0.3213408887386322,1118.16796875,1.1272574322041904
168,Standard,8,"['rsi_diff_qqq_spy', 'commod_momentum_slope', 'macd_diff_lqd_spy', 'glob_eq_vol_skew', 'eq_idx_ret5d_mean', 'commod_trend_strength', 'eq_idx_macd_diff_mean', 'sector_ma_ratio_spread']",4,0.3213202953338623,1025.1700439453125,1.0678640177462213
126,Standard,9,"['sector_ma_ratio_spread', 'glob_eq_vol_skew', 'eq_idx_macd_diff_mean', 'eq_idx_ret5d_mean', 'sector_momentum_dispersion', 'commod_momentum_slope', 'glob_eq_ret20d_std', 'rsi_diff_qqq_spy', 'usd_vs_fxe_fxy_trend']",3,0.3212512135505676,1139.9967041015625,1.1724048442448112
53,Robust,7,"['eq_idx_ret5d_mean', 'rsi_diff_qqq_spy', 'macd_diff_lqd_spy', 'eq_idx_macd_diff_mean', 'glob_eq_rsi_mean', 'glob_eq_vol_skew', 'sector_momentum_dispersion']",4,0.32120391726493835,1591.1290283203125,1.0257807563991883
41,Standard,7,"['rsi_diff_qqq_spy', 'commod_momentum_slope', 'glob_eq_ret20d_std', 'eq_idx_macd_diff_mean', 'glob_eq_vol_skew', 'sector_momentum_dispersion', 'eq_idx_ret5d_mean']",3,0.32120180130004883,1046.529541015625,1.144864654728515
171,Robust,7,"['sector_ma_ratio_spread', 'rsi_diff_qqq_spy', 'commod_trend_strength', 'eq_idx_ret5d_mean', 'commod_momentum_slope', 'glob_eq_rsi_mean', 'sector_momentum_dispersion']",4,0.3211812674999237,1054.01416015625,1.1742380924818852
67,Standard,10,"['macd_diff_lqd_spy', 'rsi_diff_qqq_spy', 'commod_momentum_slope', 'eq_idx_ret5d_mean', 'usd_vs_fxe_fxy_trend', 'commod_trend_strength', 'glob_eq_vol_skew', 'sector_ma_ratio_spread', 'eq_idx_macd_diff_mean', 'glob_eq_rsi_mean']",3,0.32106253504753113,826.9630126953125,1.2819984998344953
77,Standard,5,"['usd_vs_fxe_fxy_trend', 'commod_momentum_slope', 'glob_eq_rsi_mean', 'eq_idx_ret5d_mean', 'glob_eq_ret20d_std']",4,0.3210243880748749,1153.506591796875,1.2241426582742743
2,Robust,5,"['macd_diff_lqd_spy', 'eq_idx_ret5d_mean', 'usd_vs_fxe_fxy_trend', 'commod_momentum_slope', 'glob_eq_rsi_mean']",3,0.32066068053245544,1211.56103515625,1.1211594263620315
137,Standard,9,"['sector_momentum_dispersion', 'glob_eq_rsi_mean', 'commod_trend_strength', 'eq_idx_macd_diff_mean', 'glob_eq_ret20d_std', 'sector_ma_ratio_spread', 'rsi_diff_qqq_spy', 'macd_diff_lqd_spy', 'eq_idx_ret5d_mean']",3,0.320482075214386,923.3509521484375,1.183270493150444
53,Standard,7,"['eq_idx_ret5d_mean', 'rsi_diff_qqq_spy', 'macd_diff_lqd_spy', 'eq_idx_macd_diff_mean', 'glob_eq_rsi_mean', 'glob_eq_vol_skew', 'sector_momentum_dispersion']",3,0.32017526030540466,1019.5289306640625,1.2939418034263421
13,Standard,7,"['eq_idx_ret5d_mean', 'commod_momentum_slope', 'rsi_diff_qqq_spy', 'eq_idx_macd_diff_mean', 'macd_diff_lqd_spy', 'commod_trend_strength', 'usd_vs_fxe_fxy_trend']",3,0.3200832009315491,793.2239990234375,1.394646226892965
164,Robust,10,"['glob_eq_rsi_mean', 'macd_diff_lqd_spy', 'eq_idx_ret5d_mean', 'glob_eq_ret20d_std', 'commod_trend_strength', 'usd_vs_fxe_fxy_trend', 'commod_momentum_slope', 'glob_eq_vol_skew', 'rsi_diff_qqq_spy', 'sector_ma_ratio_spread']",3,0.31991109251976013,1124.067138671875,1.260374755950702
58,Robust,9,"['rsi_diff_qqq_spy', 'glob_eq_ret20d_std', 'macd_diff_lqd_spy', 'sector_ma_ratio_spread', 'commod_momentum_slope', 'glob_eq_vol_skew', 'commod_trend_strength', 'glob_eq_rsi_mean', 'usd_vs_fxe_fxy_trend']",3,0.31941473484039307,861.5150756835938,1.1690445561049037
26,Robust,8,"['glob_eq_ret20d_std', 'sector_ma_ratio_spread', 'sector_momentum_dispersion', 'glob_eq_rsi_mean', 'usd_vs_fxe_fxy_trend', 'commod_momentum_slope', 'commod_trend_strength', 'eq_idx_macd_diff_mean']",4,0.3185948431491852,1305.7841796875,1.2509127109101108
22,Robust,10,"['sector_ma_ratio_spread', 'macd_diff_lqd_spy', 'usd_vs_fxe_fxy_trend', 'rsi_diff_qqq_spy', 'commod_trend_strength', 'glob_eq_vol_skew', 'glob_eq_ret20d_std', 'sector_momentum_dispersion', 'eq_idx_ret5d_mean', 'eq_idx_macd_diff_mean']",4,0.31821879744529724,1025.2413330078125,1.1618691381838564
170,Robust,7,"['sector_momentum_dispersion', 'usd_vs_fxe_fxy_trend', 'eq_idx_ret5d_mean', 'eq_idx_macd_diff_mean', 'commod_momentum_slope', 'macd_diff_lqd_spy', 'rsi_diff_qqq_spy']",4,0.3181040585041046,1420.6409912109375,1.393722549085872
8,Standard,8,"['rsi_diff_qqq_spy', 'usd_vs_fxe_fxy_trend', 'eq_idx_macd_diff_mean', 'commod_momentum_slope', 'sector_ma_ratio_spread', 'eq_idx_ret5d_mean', 'glob_eq_rsi_mean', 'commod_trend_strength']",4,0.31804579496383667,1183.2589111328125,1.1453827555535354
151,Standard,9,"['glob_eq_rsi_mean', 'eq_idx_macd_diff_mean', 'usd_vs_fxe_fxy_trend', 'glob_eq_ret20d_std', 'macd_diff_lqd_spy', 'commod_trend_strength', 'rsi_diff_qqq_spy', 'commod_momentum_slope', 'eq_idx_ret5d_mean']",3,0.3178761899471283,1106.8902587890625,1.055890126836899
160,Standard,6,"['eq_idx_ret5d_mean', 'commod_trend_strength', 'eq_idx_macd_diff_mean', 'sector_momentum_dispersion', 'glob_eq_vol_skew', 'macd_diff_lqd_spy']",4,0.31677940487861633,1192.5140380859375,1.0900698068099197
37,Robust,8,"['commod_momentum_slope', 'rsi_diff_qqq_spy', 'glob_eq_vol_skew', 'glob_eq_rsi_mean', 'eq_idx_macd_diff_mean', 'glob_eq_ret20d_std', 'sector_ma_ratio_spread', 'commod_trend_strength']",3,0.31620052456855774,1005.5744018554688,1.1762109860387475
98,Robust,7,"['sector_ma_ratio_spread', 'macd_diff_lqd_spy', 'commod_trend_strength', 'eq_idx_ret5d_mean', 'glob_eq_rsi_mean', 'sector_momentum_dispersion', 'rsi_diff_qqq_spy']",3,0.31546348333358765,952.6199951171875,1.293598241822142
126,Robust,9,"['sector_ma_ratio_spread', 'glob_eq_vol_skew', 'eq_idx_macd_diff_mean', 'eq_idx_ret5d_mean', 'sector_momentum_dispersion', 'commod_momentum_slope', 'glob_eq_ret20d_std', 'rsi_diff_qqq_spy', 'usd_vs_fxe_fxy_trend']",4,0.3153742849826813,1049.4686279296875,1.1193549575769395
146,Robust,8,"['macd_diff_lqd_spy', 'glob_eq_ret20d_std', 'commod_momentum_slope', 'eq_idx_macd_diff_mean', 'sector_momentum_dispersion', 'rsi_diff_qqq_spy', 'eq_idx_ret5d_mean', 'usd_vs_fxe_fxy_trend']",4,0.3150380849838257,1252.48583984375,1.1848781499489462
107,Robust,9,"['rsi_diff_qqq_spy', 'sector_momentum_dispersion', 'eq_idx_ret5d_mean', 'macd_diff_lqd_spy', 'glob_eq_rsi_mean', 'glob_eq_vol_skew', 'eq_idx_macd_diff_mean', 'glob_eq_ret20d_std', 'usd_vs_fxe_fxy_trend']",4,0.3148810565471649,996.051513671875,1.044551951407807
5,Robust,10,"['rsi_diff_qqq_spy', 'eq_idx_ret5d_mean', 'commod_momentum_slope', 'usd_vs_fxe_fxy_trend', 'glob_eq_ret20d_std', 'glob_eq_rsi_mean', 'glob_eq_vol_skew', 'commod_trend_strength', 'macd_diff_lqd_spy', 'sector_momentum_dispersion']",4,0.3148118257522583,874.3803100585938,1.053172093019144
199,Robust,7,"['glob_eq_vol_skew', 'commod_momentum_slope', 'usd_vs_fxe_fxy_trend', 'eq_idx_ret5d_mean', 'rsi_diff_qqq_spy', 'glob_eq_rsi_mean', 'commod_trend_strength']",4,0.3147970736026764,1184.5208740234375,0.9672930434218816
31,Standard,5,"['usd_vs_fxe_fxy_trend', 'macd_diff_lqd_spy', 'glob_eq_rsi_mean', 'rsi_diff_qqq_spy', 'commod_momentum_slope']",4,0.31479185819625854,1202.690673828125,1.036305657959527
177,Standard,9,"['glob_eq_ret20d_std', 'sector_ma_ratio_spread', 'eq_idx_ret5d_mean', 'glob_eq_rsi_mean', 'glob_eq_vol_skew', 'rsi_diff_qqq_spy', 'eq_idx_macd_diff_mean', 'sector_momentum_dispersion', 'commod_momentum_slope']",4,0.314088374376297,1152.265380859375,1.1376390885846834
36,Robust,10,"['glob_eq_rsi_mean', 'usd_vs_fxe_fxy_trend', 'eq_idx_macd_diff_mean', 'sector_momentum_dispersion', 'glob_eq_ret20d_std', 'eq_idx_ret5d_mean', 'rsi_diff_qqq_spy', 'glob_eq_vol_skew', 'macd_diff_lqd_spy', 'commod_trend_strength']",3,0.31382817029953003,795.1182861328125,1.217097521676445
187,Standard,10,"['commod_momentum_slope', 'glob_eq_rsi_mean', 'sector_ma_ratio_spread', 'glob_eq_vol_skew', 'macd_diff_lqd_spy', 'eq_idx_ret5d_mean', 'glob_eq_ret20d_std', 'eq_idx_macd_diff_mean', 'sector_momentum_dispersion', 'rsi_diff_qqq_spy']",3,0.31359484791755676,1103.1715087890625,1.290728742777201
122,Robust,6,"['macd_diff_lqd_spy', 'rsi_diff_qqq_spy', 'commod_momentum_slope', 'sector_ma_ratio_spread', 'glob_eq_rsi_mean', 'eq_idx_ret5d_mean']",4,0.3134803771972656,991.7507934570312,1.2314406495875079
124,Robust,6,"['sector_ma_ratio_spread', 'commod_momentum_slope', 'glob_eq_vol_skew', 'rsi_diff_qqq_spy', 'glob_eq_ret20d_std', 'eq_idx_macd_diff_mean']",4,0.3133617341518402,1102.2911376953125,1.4963378612673195
94,Robust,8,"['commod_momentum_slope', 'macd_diff_lqd_spy', 'sector_ma_ratio_spread', 'rsi_diff_qqq_spy', 'sector_momentum_dispersion', 'eq_idx_ret5d_mean', 'glob_eq_rsi_mean', 'commod_trend_strength']",3,0.31328314542770386,1090.363037109375,1.0483104221504689
101,Robust,7,"['glob_eq_vol_skew', 'rsi_diff_qqq_spy', 'glob_eq_rsi_mean', 'sector_momentum_dispersion', 'commod_trend_strength', 'commod_momentum_slope', 'glob_eq_ret20d_std']",3,0.31310608983039856,906.68505859375,1.256173121521777
190,Robust,9,"['eq_idx_macd_diff_mean', 'sector_momentum_dispersion', 'eq_idx_ret5d_mean', 'usd_vs_fxe_fxy_trend', 'rsi_diff_qqq_spy', 'commod_trend_strength', 'sector_ma_ratio_spread', 'glob_eq_vol_skew', 'commod_momentum_slope']",4,0.31287118792533875,979.2384643554688,1.019608116064937
172,Standard,6,"['glob_eq_ret20d_std', 'macd_diff_lqd_spy', 'usd_vs_fxe_fxy_trend', 'glob_eq_vol_skew', 'commod_trend_strength', 'glob_eq_rsi_mean']",3,0.31239601969718933,1114.7193603515625,1.2022364741639249
46,Standard,5,"['glob_eq_rsi_mean', 'glob_eq_ret20d_std', 'sector_ma_ratio_spread', 'glob_eq_vol_skew', 'eq_idx_macd_diff_mean']",3,0.3123548626899719,1378.6595458984375,1.4380500130190959
95,Robust,5,"['sector_momentum_dispersion', 'macd_diff_lqd_spy', 'glob_eq_vol_skew', 'glob_eq_rsi_mean', 'commod_momentum_slope']",4,0.31191492080688477,929.0892333984375,1.1797806022374546
13,Robust,7,"['eq_idx_ret5d_mean', 'commod_momentum_slope', 'rsi_diff_qqq_spy', 'eq_idx_macd_diff_mean', 'macd_diff_lqd_spy', 'commod_trend_strength', 'usd_vs_fxe_fxy_trend']",4,0.31112512946128845,1006.7271728515625,1.153279545171284
33,Standard,8,"['eq_idx_macd_diff_mean', 'glob_eq_rsi_mean', 'glob_eq_vol_skew', 'eq_idx_ret5d_mean', 'macd_diff_lqd_spy', 'rsi_diff_qqq_spy', 'glob_eq_ret20d_std', 'commod_trend_strength']",4,0.31090691685676575,1032.1986083984375,1.10600553467595
164,Robust,10,"['glob_eq_rsi_mean', 'macd_diff_lqd_spy', 'eq_idx_ret5d_mean', 'glob_eq_ret20d_std', 'commod_trend_strength', 'usd_vs_fxe_fxy_trend', 'commod_momentum_slope', 'glob_eq_vol_skew', 'rsi_diff_qqq_spy', 'sector_ma_ratio_spread']",4,0.31060150265693665,1058.9940185546875,1.249195289804872
27,Robust,9,"['glob_eq_rsi_mean', 'eq_idx_ret5d_mean', 'commod_momentum_slope', 'glob_eq_ret20d_std', 'sector_ma_ratio_spread', 'usd_vs_fxe_fxy_trend', 'glob_eq_vol_skew', 'rsi_diff_qqq_spy', 'sector_momentum_dispersion']",3,0.3103143274784088,1068.8294677734375,1.1725614619673126
66,Robust,10,"['sector_ma_ratio_spread', 'usd_vs_fxe_fxy_trend', 'macd_diff_lqd_spy', 'glob_eq_ret20d_std', 'commod_trend_strength', 'eq_idx_ret5d_mean', 'glob_eq_vol_skew', 'sector_momentum_dispersion', 'glob_eq_rsi_mean', 'commod_momentum_slope']",4,0.31011155247688293,989.1215209960938,1.0076347374336592
135,Standard,8,"['commod_trend_strength', 'sector_momentum_dispersion', 'glob_eq_ret20d_std', 'glob_eq_vol_skew', 'eq_idx_ret5d_mean', 'sector_ma_ratio_spread', 'commod_momentum_slope', 'macd_diff_lqd_spy']",4,0.31002891063690186,1291.4893798828125,1.314394780545288
155,Standard,7,"['commod_momentum_slope', 'usd_vs_fxe_fxy_trend', 'glob_eq_rsi_mean', 'eq_idx_macd_diff_mean', 'commod_trend_strength', 'glob_eq_ret20d_std', 'rsi_diff_qqq_spy']",4,0.30954045057296753,1182.4078369140625,1.2374484587983292
108,Standard,5,"['sector_momentum_dispersion', 'eq_idx_macd_diff_mean', 'glob_eq_vol_skew', 'usd_vs_fxe_fxy_trend', 'commod_momentum_slope']",4,0.30918434262275696,1169.6710205078125,1.0425400962170879
148,Robust,8,"['commod_momentum_slope', 'commod_trend_strength', 'rsi_diff_qqq_spy', 'glob_eq_rsi_mean', 'sector_momentum_dispersion', 'macd_diff_lqd_spy', 'glob_eq_ret20d_std', 'glob_eq_vol_skew']",4,0.3090960681438446,920.1129150390625,1.1701967429676483
50,Standard,8,"['macd_diff_lqd_spy', 'eq_idx_macd_diff_mean', 'eq_idx_ret5d_mean', 'glob_eq_vol_skew', 'sector_momentum_dispersion', 'rsi_diff_qqq_spy', 'glob_eq_ret20d_std', 'commod_momentum_slope']",4,0.30893224477767944,921.002685546875,1.2899455823736248
189,Robust,5,"['glob_eq_rsi_mean', 'macd_diff_lqd_spy', 'commod_momentum_slope', 'sector_momentum_dispersion', 'eq_idx_ret5d_mean']",3,0.3089263141155243,1033.9189453125,1.3482944249190592
127,Standard,9,"['macd_diff_lqd_spy', 'usd_vs_fxe_fxy_trend', 'commod_trend_strength', 'glob_eq_ret20d_std', 'glob_eq_rsi_mean', 'eq_idx_macd_diff_mean', 'commod_momentum_slope', 'eq_idx_ret5d_mean', 'sector_ma_ratio_spread']",3,0.30883410573005676,1037.5611572265625,1.143935299929305
137,Robust,9,"['sector_momentum_dispersion', 'glob_eq_rsi_mean', 'commod_trend_strength', 'eq_idx_macd_diff_mean', 'glob_eq_ret20d_std', 'sector_ma_ratio_spread', 'rsi_diff_qqq_spy', 'macd_diff_lqd_spy', 'eq_idx_ret5d_mean']",3,0.3082306981086731,767.116943359375,1.863519653414695
111,Standard,7,"['sector_ma_ratio_spread', 'glob_eq_vol_skew', 'usd_vs_fxe_fxy_trend', 'commod_trend_strength', 'eq_idx_macd_diff_mean', 'glob_eq_rsi_mean', 'eq_idx_ret5d_mean']",4,0.30701813101768494,1327.02783203125,1.1891846831320396
153,Robust,8,"['glob_eq_ret20d_std', 'glob_eq_vol_skew', 'glob_eq_rsi_mean', 'sector_momentum_dispersion', 'macd_diff_lqd_spy', 'commod_momentum_slope', 'usd_vs_fxe_fxy_trend', 'eq_idx_ret5d_mean']",4,0.3068809509277344,1143.6484375,1.2006825772295306
120,Standard,7,"['commod_momentum_slope', 'glob_eq_ret20d_std', 'glob_eq_vol_skew', 'glob_eq_rsi_mean', 'macd_diff_lqd_spy', 'eq_idx_ret5d_mean', 'sector_ma_ratio_spread']",3,0.30525264143943787,1091.487548828125,1.3764856316394927
71,Standard,10,"['commod_momentum_slope', 'eq_idx_macd_diff_mean', 'rsi_diff_qqq_spy', 'glob_eq_vol_skew', 'glob_eq_rsi_mean', 'sector_ma_ratio_spread', 'usd_vs_fxe_fxy_trend', 'glob_eq_ret20d_std', 'sector_momentum_dispersion', 'commod_trend_strength']",3,0.30430731177330017,1174.2337646484375,0.9323583750062868
175,Robust,9,"['macd_diff_lqd_spy', 'eq_idx_ret5d_mean', 'sector_momentum_dispersion', 'glob_eq_ret20d_std', 'glob_eq_rsi_mean', 'eq_idx_macd_diff_mean', 'glob_eq_vol_skew', 'commod_momentum_slope', 'rsi_diff_qqq_spy']",4,0.3041042983531952,1208.7069091796875,1.0763712787455675
142,Standard,9,"['eq_idx_macd_diff_mean', 'commod_trend_strength', 'usd_vs_fxe_fxy_trend', 'sector_momentum_dispersion', 'macd_diff_lqd_spy', 'glob_eq_ret20d_std', 'rsi_diff_qqq_spy', 'eq_idx_ret5d_mean', 'glob_eq_vol_skew']",4,0.3037451207637787,1262.8699951171875,1.120113183579802
3,Standard,8,"['eq_idx_macd_diff_mean', 'commod_momentum_slope', 'eq_idx_ret5d_mean', 'usd_vs_fxe_fxy_trend', 'commod_trend_strength', 'glob_eq_rsi_mean', 'glob_eq_vol_skew', 'macd_diff_lqd_spy']",4,0.30360379815101624,1131.8939208984375,1.0697734555114597
155,Standard,7,"['commod_momentum_slope', 'usd_vs_fxe_fxy_trend', 'glob_eq_rsi_mean', 'eq_idx_macd_diff_mean', 'commod_trend_strength', 'glob_eq_ret20d_std', 'rsi_diff_qqq_spy']",3,0.30358830094337463,1076.1817626953125,1.268486215000978
184,Standard,5,"['commod_trend_strength', 'sector_momentum_dispersion', 'commod_momentum_slope', 'eq_idx_macd_diff_mean', 'rsi_diff_qqq_spy']",3,0.3033994138240814,1264.0670166015625,1.1509168140817307
170,Robust,7,"['sector_momentum_dispersion', 'usd_vs_fxe_fxy_trend', 'eq_idx_ret5d_mean', 'eq_idx_macd_diff_mean', 'commod_momentum_slope', 'macd_diff_lqd_spy', 'rsi_diff_qqq_spy']",3,0.30277594923973083,1323.1533203125,1.7771779871685152
84,Standard,7,"['commod_trend_strength', 'glob_eq_rsi_mean', 'eq_idx_macd_diff_mean', 'rsi_diff_qqq_spy', 'sector_momentum_dispersion', 'commod_momentum_slope', 'macd_diff_lqd_spy']",3,0.30255740880966187,985.6638793945312,1.1758432039741307
8,Robust,8,"['rsi_diff_qqq_spy', 'usd_vs_fxe_fxy_trend', 'eq_idx_macd_diff_mean', 'commod_momentum_slope', 'sector_ma_ratio_spread', 'eq_idx_ret5d_mean', 'glob_eq_rsi_mean', 'commod_trend_strength']",3,0.30243775248527527,969.4983520507812,1.293671975557472
69,Standard,10,"['rsi_diff_qqq_spy', 'sector_ma_ratio_spread', 'macd_diff_lqd_spy', 'glob_eq_rsi_mean', 'glob_eq_ret20d_std', 'commod_trend_strength', 'sector_momentum_dispersion', 'eq_idx_ret5d_mean', 'commod_momentum_slope', 'glob_eq_vol_skew']",4,0.3021365702152252,1159.8236083984375,1.1799351119530077
60,Standard,7,"['eq_idx_ret5d_mean', 'glob_eq_rsi_mean', 'sector_momentum_dispersion', 'rsi_diff_qqq_spy', 'eq_idx_macd_diff_mean', 'glob_eq_vol_skew', 'glob_eq_ret20d_std']",4,0.30188608169555664,934.8855590820312,1.2518583274686756
77,Robust,5,"['usd_vs_fxe_fxy_trend', 'commod_momentum_slope', 'glob_eq_rsi_mean', 'eq_idx_ret5d_mean', 'glob_eq_ret20d_std']",3,0.30168086290359497,1281.3551025390625,1.25367366606078
117,Robust,7,"['sector_ma_ratio_spread', 'rsi_diff_qqq_spy', 'usd_vs_fxe_fxy_trend', 'macd_diff_lqd_spy', 'glob_eq_rsi_mean', 'glob_eq_ret20d_std', 'commod_momentum_slope']",4,0.3015303909778595,1258.2191162109375,1.4645794294044736
126,Robust,9,"['sector_ma_ratio_spread', 'glob_eq_vol_skew', 'eq_idx_macd_diff_mean', 'eq_idx_ret5d_mean', 'sector_momentum_dispersion', 'commod_momentum_slope', 'glob_eq_ret20d_std', 'rsi_diff_qqq_spy', 'usd_vs_fxe_fxy_trend']",3,0.3012121021747589,1024.37744140625,1.398438502348358
30,Standard,8,"['sector_momentum_dispersion', 'rsi_diff_qqq_spy', 'macd_diff_lqd_spy', 'usd_vs_fxe_fxy_trend', 'commod_momentum_slope', 'glob_eq_ret20d_std', 'eq_idx_ret5d_mean', 'sector_ma_ratio_spread']",4,0.30061471462249756,1679.5780029296875,1.2640522115357653
69,Standard,10,"['rsi_diff_qqq_spy', 'sector_ma_ratio_spread', 'macd_diff_lqd_spy', 'glob_eq_rsi_mean', 'glob_eq_ret20d_std', 'commod_trend_strength', 'sector_momentum_dispersion', 'eq_idx_ret5d_mean', 'commod_momentum_slope', 'glob_eq_vol_skew']",3,0.3004690706729889,1204.2215576171875,1.0014427695975094
87,Standard,8,"['glob_eq_ret20d_std', 'eq_idx_ret5d_mean', 'rsi_diff_qqq_spy', 'commod_momentum_slope', 'commod_trend_strength', 'glob_eq_vol_skew', 'glob_eq_rsi_mean', 'eq_idx_macd_diff_mean']",3,0.30039432644844055,980.6892700195312,1.1908148596353572
149,Standard,9,"['macd_diff_lqd_spy', 'glob_eq_ret20d_std', 'sector_momentum_dispersion', 'commod_momentum_slope', 'eq_idx_macd_diff_mean', 'rsi_diff_qqq_spy', 'glob_eq_vol_skew', 'usd_vs_fxe_fxy_trend', 'commod_trend_strength']",4,0.3000218868255615,1071.6676025390625,1.121131498099481
155,Robust,7,"['commod_momentum_slope', 'usd_vs_fxe_fxy_trend', 'glob_eq_rsi_mean', 'eq_idx_macd_diff_mean', 'commod_trend_strength', 'glob_eq_ret20d_std', 'rsi_diff_qqq_spy']",3,0.29978591203689575,894.9071044921875,1.1978702840467592
