scaler,method,k,n_components,n_neighbors,min_dist,metric,bic,aic,silhouette,calinski_harabasz,davies_bouldin
Quantile (uniform),GMM,7,3,30,0.1,euclidean,24480.24279256897,24083.748046875,0.3269835114479065,1599.5120849609375,1.0788667183872216
Quantile (uniform),KMeans,7,3,30,0.1,euclidean,,,0.37512606382369995,1884.6953125,1.0116842054682527
Quantile (uniform),GMM,2,3,30,0.2,correlation,28291.218775082398,28182.0390625,0.39768776297569275,1926.7635498046875,1.0248510986915353
Quantile (uniform),KMeans,2,3,30,0.2,correlation,,,0.4116530120372772,2079.92578125,0.9942425726631337
Quantile (uniform),GMM,3,3,30,0.2,correlation,27511.326312954712,27344.68359375,0.3041916787624359,1428.0640869140625,1.3069023392980217
Quantile (uniform),KMeans,3,3,30,0.2,correlation,,,0.33978161215782166,1687.2149658203125,1.1380822195088445
Quantile (uniform),GMM,4,3,30,0.2,correlation,26875.113538327027,26651.0078125,0.31251224875450134,1389.671875,1.060319085650084
Quantile (uniform),KMeans,4,3,30,0.2,correlation,,,0.35082605481147766,1721.4107666015625,1.028177390790158
Quantile (uniform),GMM,5,3,30,0.2,correlation,26718.81091994934,26437.2421875,0.34610265493392944,1717.34814453125,1.0002852319659525
Quantile (uniform),KMeans,5,3,30,0.2,correlation,,,0.36033013463020325,1848.25244140625,0.9750541399378768
Quantile (uniform),GMM,6,3,30,0.2,correlation,26233.717285946655,25894.685546875,0.3478914797306061,1639.7325439453125,0.9775930959797142
Quantile (uniform),KMeans,6,3,30,0.2,correlation,,,0.3733087480068207,1853.5574951171875,0.9102522049751761
Quantile (uniform),GMM,7,3,30,0.2,correlation,25876.88732381897,25480.392578125,0.27668890357017517,1321.68603515625,1.14961777802583
Quantile (uniform),KMeans,7,3,30,0.2,correlation,,,0.3531847298145294,1685.01171875,0.945148897646632
Quantile (uniform),GMM,2,3,30,0.2,euclidean,26990.753931332398,26881.57421875,0.37629637122154236,1768.3079833984375,1.0189137434405002
Quantile (uniform),KMeans,2,3,30,0.2,euclidean,,,0.40130364894866943,2007.6630859375,1.0113742044508622
Quantile (uniform),GMM,3,3,30,0.2,euclidean,26498.379047329712,26331.736328125,0.36040717363357544,1736.0023193359375,1.0598759691810618
Quantile (uniform),KMeans,3,3,30,0.2,euclidean,,,0.36218637228012085,1765.4276123046875,1.0490978674276816
Quantile (uniform),GMM,4,3,30,0.2,euclidean,25909.890882077027,25685.78515625,0.3567342162132263,1651.787353515625,1.0051924039861937
Quantile (uniform),KMeans,4,3,30,0.2,euclidean,,,0.37030571699142456,1772.1956787109375,0.9767828182435652
Quantile (uniform),GMM,5,3,30,0.2,euclidean,25619.91834182434,25338.349609375,0.3258301913738251,1606.22802734375,1.056893058390084
Quantile (uniform),KMeans,5,3,30,0.2,euclidean,,,0.3652174770832062,1847.442138671875,0.9729726678857066
Quantile (uniform),GMM,6,3,30,0.2,euclidean,25363.277832821655,25024.24609375,0.3034176528453827,1496.9658203125,1.053446100944829
Quantile (uniform),KMeans,6,3,30,0.2,euclidean,,,0.3461708426475525,1698.8294677734375,1.0082832848187335
Quantile (uniform),GMM,7,3,30,0.2,euclidean,25092.87755819397,24696.3828125,0.2977854907512665,1418.0491943359375,1.0997396326091364
Quantile (uniform),KMeans,7,3,30,0.2,euclidean,,,0.3374267518520355,1671.526123046875,1.0312823214981481
Quantile (uniform),GMM,2,5,8,0.01,correlation,53705.87176465149,53470.2734375,0.24382784962654114,612.1441650390625,1.5566366305881594
Quantile (uniform),KMeans,2,5,8,0.01,correlation,,,0.2637433111667633,701.6297607421875,1.4138642862286341
Quantile (uniform),GMM,3,5,8,0.01,correlation,51368.39954730835,51012.12890625,0.32032310962677,868.41650390625,1.221911228910438
